"WKT","Idcko","Datum","Cas","denvtydnu","weekday","Nocden","daynight","Misto","Udalost","Incident","Vyrizeni","closing","Zdroj","Source","Y","X"
"POINT (16.625098569 49.1753786780001)","36748","2017/09/04","1899/12/30","Pondělí","Monday","Den","Day","Luzna, Brno","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537867830","16.62509856950"
"POINT (16.531171295 49.223702438)","36751","2017/09/04","1899/12/30","Pondělí","Monday","Den","Day","Pod Horkou 1, Brno-Bystrc","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.22370243840","16.53117129480"
"POINT (16.531171295 49.223702438)","36756","2017/09/04","1899/12/30","Pondělí","Monday","Den","Day","Pod Horkou 1, Brno-Bystrc","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.22370243840","16.53117129480"
"POINT (16.625098569 49.1753786780001)","36758","2017/09/04","1899/12/30","Pondělí","Monday","Den","Day","Luzna, Brno","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537867830","16.62509856950"
"POINT (16.625098569 49.1753786780001)","36760","2017/09/04","1899/12/30","Pondělí","Monday","Den","Day","Luzna, Brno","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537867830","16.62509856950"
"POINT (16.628860103 49.205071354)","36771","2017/09/04","1899/12/30","Pondělí","Monday","Den","Day","Husovicka 4, Brno-Husovice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20507135360","16.62886010270"
"POINT (16.581112478 49.190308552)","37004","2017/09/04","1899/12/30","Pondělí","Monday","Den","Day","Hlinky, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19030855200","16.58111247770"
"POINT (16.578526433 49.1910543120001)","37008","2017/09/04","1899/12/30","Pondělí","Monday","Den","Day","Hlinky 122, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19105431230","16.57852643340"
"POINT (16.5798755550001 49.1907219570001)","37021","2017/09/04","1899/12/30","Pondělí","Monday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.590332548 49.227254966)","37476","2017/09/01","1899/12/30","Pátek","Friday","Den","Day","Bulharska 49, Brno-Kralovo Pole","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.22725496600","16.59033254780"
"POINT (16.5798755550001 49.1907219570001)","37968","2017/08/31","1899/12/30","Čtvrtek","Thursday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","37970","2017/08/31","1899/12/30","Čtvrtek","Thursday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","37974","2017/08/31","1899/12/30","Čtvrtek","Thursday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","37993","2017/08/31","1899/12/30","Čtvrtek","Thursday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.596720808 49.2115437350001)","37999","2017/08/31","1899/12/30","Čtvrtek","Thursday","Den","Day","Botanicka 69, Brno-Ponava","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.21154373460","16.59672080820"
"POINT (16.584791667 49.1898694440001)","38003","2017/08/31","1899/12/30","Čtvrtek","Thursday","Den","Day","Hlinky 70, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18986944440","16.58479166670"
"POINT (16.590014373 49.228430147)","38209","2017/08/30","1899/12/30","Středa","Wednesday","Den","Day","Bulharska 78, Brno-Kralovo Pole","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.22843014720","16.59001437320"
"POINT (16.5798755550001 49.1907219570001)","38401","2017/08/30","1899/12/30","Středa","Wednesday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","38406","2017/08/30","1899/12/30","Středa","Wednesday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","38407","2017/08/30","1899/12/30","Středa","Wednesday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","38408","2017/08/30","1899/12/30","Středa","Wednesday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","38409","2017/08/30","1899/12/30","Středa","Wednesday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.621552729 49.200185246)","38796","2017/08/29","1899/12/30","Úterý","Tuesday","Noc","Night","Bratislavska 53, Brno-Zabrdovice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20018524570","16.62155272880"
"POINT (16.5900482750001 49.227637574)","38904","2017/08/28","1899/12/30","Pondělí","Monday","Den","Day","Bulharska 55, Brno-Kralovo Pole","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.22763757360","16.59004827510"
"POINT (16.6269284960001 49.1758108710001)","38908","2017/08/28","1899/12/30","Pondělí","Monday","Den","Day","Luzna 49, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17581087080","16.62692849600"
"POINT (16.6269284960001 49.1758108710001)","38911","2017/08/28","1899/12/30","Pondělí","Monday","Den","Day","Luzna 49, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17581087080","16.62692849600"
"POINT (16.6269284960001 49.1758108710001)","38913","2017/08/28","1899/12/30","Pondělí","Monday","Den","Day","Luzna 49, Brno-Komarov","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17581087080","16.62692849600"
"POINT (16.5798755550001 49.1907219570001)","39231","2017/08/28","1899/12/30","Pondělí","Monday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","39232","2017/08/28","1899/12/30","Pondělí","Monday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","39233","2017/08/28","1899/12/30","Pondělí","Monday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","39240","2017/08/28","1899/12/30","Pondělí","Monday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5278795620001 49.2291475390001)","39533","2017/08/25","1899/12/30","Pátek","Friday","Den","Day","Obvodova, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.22914753890","16.52787956220"
"POINT (16.5278795620001 49.2291475390001)","39534","2017/08/25","1899/12/30","Pátek","Friday","Den","Day","Obvodova, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.22914753890","16.52787956220"
"POINT (16.628860103 49.205071354)","39567","2017/08/25","1899/12/30","Pátek","Friday","Den","Day","Husovicka 4, Brno-Husovice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20507135360","16.62886010270"
"POINT (16.6282715340001 49.206043224)","39610","2017/08/25","1899/12/30","Pátek","Friday","Den","Day","Husovicka 1, Brno-Husovice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.20604322360","16.62827153390"
"POINT (16.5798755550001 49.1907219570001)","39922","2017/08/24","1899/12/30","Čtvrtek","Thursday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","39924","2017/08/24","1899/12/30","Čtvrtek","Thursday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.5798755550001 49.1907219570001)","39925","2017/08/24","1899/12/30","Čtvrtek","Thursday","Den","Day","Hlinky 114, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19072195690","16.57987555520"
"POINT (16.583803394 49.225018479)","40061","2017/08/24","1899/12/30","Čtvrtek","Thursday","Den","Day","cervinkova 17, Brno-Kralovo Pole","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.22501847880","16.58380339400"
"POINT (16.583803394 49.225018479)","40075","2017/08/24","1899/12/30","Čtvrtek","Thursday","Den","Day","cervinkova 17, Brno-Kralovo Pole","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.22501847880","16.58380339400"
"POINT (16.579544744 49.1907161620001)","40094","2017/08/24","1899/12/30","Čtvrtek","Thursday","Den","Day","Hlinky 116, Brno-Pisarky","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19071616180","16.57954474440"
"POINT (16.628860103 49.205071354)","40173","2017/08/23","1899/12/30","Středa","Wednesday","Den","Day","Husovicka 4, Brno-Husovice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.20507135360","16.62886010270"
"POINT (16.622578225 49.1996800840001)","40474","2017/08/22","1899/12/30","Úterý","Tuesday","Noc","Night","Bratislavska 68, Brno-Zabrdovice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19968008390","16.62257822500"
"POINT (16.5901857310001 49.2273944250001)","40803","2017/08/21","1899/12/30","Pondělí","Monday","Den","Day","Bulharska 51, Brno-Kralovo Pole","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.22739442550","16.59018573100"
"POINT (16.590332548 49.227254966)","40816","2017/08/21","1899/12/30","Pondělí","Monday","Den","Day","Bulharska 49, Brno-Kralovo Pole","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.22725496600","16.59033254780"
"POINT (16.6076818500001 49.1916932570001)","40878","2017/08/21","1899/12/30","Pondělí","Monday","Den","Day","Petrska 1, Brno","Pěší zóna - vjezd cyklistu","Pedestrian zone - cyclist entry","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19169325690","16.60768185040"
"POINT (16.6517284450001 49.205188467)","41018","2017/08/20","1899/12/30","Neděle","Sunday","Noc","Night","Rokytova-udolicek, Brno","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20518846680","16.65172844540"
"POINT (16.5844638610001 49.2252383310001)","41082","2017/08/20","1899/12/30","Neděle","Sunday","Den","Day","cervinkova 9, Brno-Kralovo Pole","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.22523833150","16.58446386060"
"POINT (16.6091162720001 49.1971962790001)","41213","2017/08/19","1899/12/30","Sobota","Saturday","Den","Day","Behounska 22, Brno","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19719627870","16.60911627180"
"POINT (16.641225811 49.1881344380001)","41571","2017/08/17","1899/12/30","Čtvrtek","Thursday","Den","Day","Spacilova 7, Brno-cernovice","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.18813443770","16.64122581120"
